direction,term_name,ontology,type
upregulated,axon guidance,BP,trinotate
upregulated,axonogenesis,BP,trinotate
upregulated,axonogenesis,BP,trinotate
upregulated,axonogenesis,CC,trinotate
upregulated,axonogenesis,CC,trinotate
upregulated,axonogenesis,BP,trinotate
upregulated,axonogenesis,BP,trinotate
upregulated,axonogenesis,BP,trinotate
upregulated,axonogenesis,BP,trinotate
regulated,banded collagen fibril,CC,trinotate
upregulated,banded collagen fibril,CC,trinotate
upregulated,banded collagen fibril,CC,trinotate
upregulated,membrane,CC,trinotate
upregulated,membrane,CC,trinotate
upregulated,membrane,CC,trinotate
upregulated,membrane,CC,trinotate
upregulated,membrane,CC,trinotate
upregulated,membrane,CC,trinotate
upregulated,membrane,CC,trinotate
upregulated,membrane,CC,trinotate
upregulated,behavior,BP,trinotate
upregulated,behavior,BP,trinotate
upregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
regulated,binding,MF,trinotate
downregulated,binding,MF,uniprot
downregulated,binding,MF,uniprot
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
downregulated,binding,MF,uniprot
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
downregulated,binding,MF,uniprot
downregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,uniprot
upregulated,binding,MF,uniprot
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,binding,MF,trinotate
upregulated,biological adhesion,BP,trinotate
upregulated,biological adhesion,BP,trinotate
upregulated,BMP signaling,BP,trinotate
upregulated,BMP signaling,BP,trinotate
upregulated,BMP signaling,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
regulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
regulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,brush border,CC,trinotate
upregulated,brush border,CC,trinotate
upregulated,brush border,CC,trinotate
upregulated,calcium ion binding,MF,trinotate
upregulated,calcium ion transport,BP,trinotate
upregulated,calcium ion transport,BP,trinotate
downregulated,carbohydrate metabolism,BP,trinotate
downregulated,carbohydrate metabolism,,KEGG
downregulated,carbohydrate metabolism,,KEGG
regulated,carbohydrate metabolism,,KEGG
downregulated,carbohydrate metabolism,BP,trinotate
downregulated,carbohydrate metabolism,BP,trinotate
regulated,carbohydrate metabolism,BP,trinotate
downregulated,carbohydrate metabolism,BP,uniprot
downregulated,carbohydrate metabolism,BP,trinotate
downregulated,carbohydrate metabolism,BP,trinotate
regulated,carbohydrate metabolism,BP,trinotate
downregulated,carbohydrate metabolism,BP,trinotate
downregulated,carbohydrate metabolism,BP,trinotate
regulated,carbohydrate metabolism,BP,trinotate
downregulated,carbohydrate metabolism,BP,uniprot
downregulated,carbohydrate metabolism,BP,uniprot
upregulated,carboxylic acid transport,BP,trinotate
upregulated,carboxylic acid transport,BP,trinotate
downregulated,carboxylic ester hydrolase activity,MF,trinotate
downregulated,carboxyl-O-methyltransferase activity,MF,trinotate
upregulated,cargo receptor activity,MF,trinotate
upregulated,cargo receptor activity,MF,trinotate
downregulated,carnitine biosynthesis,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,mineralization,BP,trinotate
upregulated,T cell activation,BP,trinotate
upregulated,T cell differentiation,BP,trinotate
upregulated,T cell differentiation,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,MF,trinotate
upregulated,cell adhesion,MF,trinotate
upregulated,cell adhesion,,KEGG
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell aggregation,BP,trinotate
upregulated,cell aggregation,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell chemotaxis,BP,trinotate
upregulated,cell communication,BP,trinotate
upregulated,cell communication,BP,trinotate
upregulated,cell communication,BP,uniprot
upregulated,cell communication,BP,trinotate
upregulated,cell communication,BP,trinotate
upregulated,cell communication,BP,trinotate
upregulated,cell communication,BP,trinotate
upregulated,cell cortex,CC,trinotate
upregulated,cell cortex,CC,trinotate
upregulated,cell cycle ,BP,trinotate
upregulated,cell cycle ,BP,trinotate
upregulated,cell death,BP,trinotate
upregulated,cell death,BP,trinotate
upregulated,cell development,BP,trinotate
upregulated,cell development,BP,trinotate
upregulated,cell development,BP,trinotate
upregulated,cell development,BP,trinotate
upregulated,cell development,BP,trinotate
upregulated,cell development,BP,trinotate
upregulated,cell development,BP,trinotate
upregulated,cell development,BP,trinotate
upregulated,cell differentiation,BP,trinotate
regulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
regulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
regulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
regulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell differentiation,BP,trinotate
upregulated,cell division,CC,trinotate
upregulated,cell division,BP,trinotate
upregulated,cell division,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell fate ,BP,trinotate
upregulated,cell growth,BP,trinotate
upregulated,cell growth,BP,trinotate
upregulated,cell junction,CC,trinotate
upregulated,cell junction,CC,trinotate
upregulated,cell junction,BP,trinotate
upregulated,cell junction,BP,trinotate
upregulated,cell junction,BP,trinotate
upregulated,cell junction,CC,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
upregulated,cell migration,BP,trinotate
regulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
regulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
upregulated,cell morphogenesis,BP,trinotate
upregulated,cell motility,BP,trinotate
upregulated,cell motility,BP,trinotate
upregulated,cell motility,BP,trinotate
upregulated,cell motility,BP,trinotate
upregulated,cell motility,BP,trinotate
upregulated,cell motility,BP,trinotate
upregulated,cell organization,BP,trinotate
upregulated,cell periphery,CC,trinotate
upregulated,cell periphery,CC,trinotate
upregulated,cell population maintenance,BP,trinotate
upregulated,cell population maintenance,BP,trinotate
upregulated,cell population maintenance,BP,trinotate
upregulated,cell population maintenance,BP,trinotate
upregulated,cell population maintenance,BP,trinotate
upregulated,cell population maintenance,BP,trinotate
upregulated,cell projection,CC,trinotate
regulated,cell projection,BP,trinotate
upregulated,cell projection,BP,trinotate
upregulated,cell projection,BP,trinotate
upregulated,cell projection,BP,trinotate
upregulated,cell projection,BP,trinotate
upregulated,cell projection,BP,trinotate
upregulated,cell projection,BP,trinotate
upregulated,cell projection,BP,trinotate
upregulated,cell projection,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell shape,BP,trinotate
upregulated,cell surface,CC,trinotate
upregulated,cell surface,CC,trinotate
upregulated,cell surface,CC,trinotate
upregulated,cell surface,CC,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell adhesion,BP,trinotate
upregulated,cell-substrate adhesion,BP,trinotate
upregulated,cell-substrate adhesion,BP,trinotate
upregulated,cell-substrate adhesion,BP,trinotate
upregulated,cell-substrate adhesion,CC,trinotate
upregulated,cell-substrate adhesion,BP,trinotate
downregulated,cellular biosynthesis,BP,trinotate
regulated,cellular biosynthesis,BP,trinotate
downregulated,cellular biosynthesis,BP,uniprot
downregulated,cellular biosynthesis,BP,uniprot
regulated,cellular biosynthesis,BP,uniprot
downregulated,cellular biosynthesis,BP,trinotate
upregulated,cellular biosynthesis,BP,trinotate
upregulated,cellular biosynthesis,BP,trinotate
upregulated,cellular biosynthesis,BP,uniprot
downregulated,cellular ketone metabolism,BP,trinotate
upregulated,cellular localization,BP,trinotate
upregulated,cellular macromolecule biosynthesis,BP,trinotate
upregulated,cellular macromolecule biosynthesis,BP,trinotate
upregulated,cellular macromolecule biosynthesis,BP,uniprot
upregulated,cellular metabolism,BP,trinotate
upregulated,cellular metabolism,BP,uniprot
upregulated,protein localization,BP,trinotate
upregulated,protein metabolism,BP,trinotate
upregulated,growth factor,BP,trinotate
upregulated,growth factor,BP,trinotate
downregulated,cellular response to interferon-beta,BP,trinotate
upregulated,cellular response to lipopolysaccharide,BP,trinotate
upregulated,response to stimulus,BP,trinotate
upregulated,cellular response to nitrogen compound,BP,trinotate
upregulated,cellular response to nitrogen compound,BP,trinotate
upregulated,cellular response to organic substance,BP,trinotate
upregulated,cellular response to organic substance,BP,trinotate
upregulated,cellular response to organonitrogen compound,BP,trinotate
upregulated,cellular response to organonitrogen compound,BP,trinotate
upregulated,cellular response to oxygen-containing compound,BP,trinotate
upregulated,cellular response to oxygen-containing compound,BP,trinotate
upregulated,cellular response to peptide,BP,trinotate
upregulated,cellular response to peptide,BP,trinotate
upregulated,cellular response to peptide hormone stimulus,BP,trinotate
upregulated,cellular response to peptidoglycan,BP,trinotate
upregulated,cellular response to peptidoglycan,BP,trinotate
upregulated,cellular response to vascular endothelial growth factor stimulus,BP,trinotate
upregulated,chemotaxis,BP,trinotate
upregulated,chemotaxis,BP,trinotate
upregulated,chemotaxis,BP,trinotate
upregulated,chemotaxis,BP,trinotate
upregulated,chemotaxis,BP,trinotate
upregulated,chemotaxis,BP,trinotate
upregulated,chemotaxis,BP,trinotate
upregulated,chemotaxis,BP,trinotate
downregulated,chlorophyll metabolism,,KEGG
upregulated,chondrocyte differentiation,BP,trinotate
upregulated,chondrocyte differentiation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,cell proliferation,BP,trinotate
upregulated,chromatin,CC,trinotate
upregulated,chromatin,MF,trinotate
upregulated,chromatin,MF,uniprot
upregulated,chromatin,BP,trinotate
upregulated,chromatin,BP,trinotate
regulated,chromatin,BP,trinotate
upregulated,chromatin,BP,trinotate
upregulated,chromosome organization,BP,trinotate
upregulated,chromosome organization,BP,trinotate
upregulated,clathrin-coated pit,CC,trinotate
upregulated,cleavage furrow,CC,trinotate
upregulated,cleavage furrow,CC,trinotate
upregulated,cluster of actin-based cell projections,CC,trinotate
upregulated,cluster of actin-based cell projections,CC,trinotate
downregulated,enzyme biosynthesis,BP,trinotate
downregulated,enzyme biosynthesis,BP,trinotate
downregulated,enzyme biosynthesis,BP,uniprot
downregulated,enzyme biosynthesis,BP,trinotate
downregulated,enzyme biosynthesis,BP,trinotate
regulated,enzyme biosynthesis,BP,trinotate
downregulated,enzyme biosynthesis,BP,uniprot
downregulated,binding,MF,trinotate
downregulated,binding,MF,trinotate
regulated,binding,MF,trinotate
downregulated,binding,MF,uniprot
downregulated,binding,MF,uniprot
upregulated,collagen fibril organization,BP,trinotate
upregulated,collagen fibril organization,BP,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,uniprot
upregulated,collagen trimer,CC,uniprot
regulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
regulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
regulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,collagen trimer,CC,trinotate
upregulated,contractile fiber,CC,trinotate
upregulated,coreceptor activity,MF,trinotate
upregulated,coreceptor activity,MF,trinotate
downregulated,cytochrome complex assembly,BP,trinotate
downregulated,cytochrome complex assembly,BP,uniprot
downregulated,cytochrome-c oxidase activity,MF,trinotate
upregulated,cytokine activity,MF,trinotate
upregulated,immune response,BP,trinotate
upregulated,immune response,BP,trinotate
downregulated,cytolysis,BP,trinotate
downregulated,cytoplasm,CC,trinotate
regulated,cytoplasm,CC,trinotate
downregulated,cytoplasm,CC,uniprot
downregulated,cytoplasm,CC,uniprot
upregulated,cytoplasm,CC,trinotate
upregulated,cytoplasm,CC,trinotate
downregulated,cytoplasm,BP,trinotate
downregulated,cytoplasm,BP,trinotate
upregulated,cytoplasm,CC,trinotate
upregulated,cytoplasm,CC,trinotate
upregulated,cytoskeleton organization,MF,trinotate
upregulated,cytoskeleton organization,BP,trinotate
upregulated,cytoskeleton organization,BP,trinotate
downregulated,ribosome,CC,trinotate
downregulated,ribosome,CC,trinotate
regulated,ribosome,CC,trinotate
